title,meta_tags
The Sound and the Shadow,thriller comedy mystery allergy ridden eavesdropping sound engineer boisterous new roommate thrust missing girl case discovers clue disappearance neighborhood recording
Rodeo Girl,family shipped american dad ranch summer teen horse lucky lad compete spot national youth rodeo
Born to Fly: Elizabeth Streb vs. Gravity,documentary woman director born fly push boundary action art daring u join choreographer elizabeth streb dancer pursuit human flight
The Little Ponderosa Zoo,little ponderosa zoo preparing annual fundraiser festival keep afloat freeman family jack judy young daughter charlie opened year earlier sharing home many animal rescued help mr baker dependable zookeeper always huge hit small town one day local bank owner discovers dusty old document basement show sitting gold mine mayor bumbling nephew immediately devise devious plan get greedy trio see perfect opportunity put dangerous action close forever hand
The Toxic Avenger,science fiction action comedy horror corruption mayor anti hero sadism toxic movie reference person on fire t shirt workout health club rabid anger disfigured face superhero spoof strong man car run over shock humor tromaville monstrous new hero toxic avenger born mop boy melvin junko fall vat waste evildoer lot lose
Straight Out of Brooklyn,drama special jury award winner sundance film festival drama star 19 year old matty rich also wrote directed play larry troubled teen living rough red hook section brooklyn decides want turn crime fund escape plan involves scamming neighborhood biggest drug kingpin heist dangerous best
Bloody Sunday,action adventure drama history northern ireland independent film civil right dramatised story irish civil right protest march january 30 1972 ended massacre british troop
Diamond Ruff,action orphan con artist crime bos millionaire diamond ruff seen prison murder commit meet reverend trek wood overwhelms kindness character faith god falling love april young woman terminal illness challenged grow change redeemed easy answer felicia pearson fredro starr michael barra
Conversations with Other Women,drama romance dialogue talking bridesmaid wedding reception wedding dialogue driven reunited wedding many year former lover feel pull mutual attraction neither willing admit escaping reception privacy hotel room unnamed pair explore choice past led present
Poultrygeist: Night of the Chicken Dead,horror comedy musical zombie human white meat unless black dark asian yellow native american red
Mutual Friends,surprise party rarely go well one different group 30 somethings head life love day new york city
42nd Street,music comedy romance philadelphia musical stage show director broken ankle chorus line pet dog broadway fainting chorus girl opening night crutch theatrical backer eviction show producer chorine plaster cast show must go on financial crisis sock on the jaw producer put may last broadway show moment chorus girl replace star
Rise of the Entrepreneur: The Search for a Better Way,world changing faster ever technology accelerating job security declining income inequality increasing people overworked underpaid less time freedom left wondering better way economy led rise entrepreneur fastest dependable controllable become wealthy business documentary gather today best expert thought leader forever change view work wealth featuring jordan adler john assaraf kody bateman chris brogan richard bliss brooke ali brown le jack canfield harry dent jr dr linda ferrell oc mark victor hansen kevin harrington kim kiyosaki robert joseph n mariano ivan misner paul zane pilzer bob proctor susan sly loren slocum thompson brian tracy eric worre sandra yancey
Metropolitan,comedy drama upper class new york independent film debutante young adult sparkling comedic chronicle middle class young man romantic misadventure among new york city debutante society stillman deft literate dialogue hilariously highbrow observation earned debut film academy award nomination best original screenplay alongside wit sophistication though lie tender tale adolescent anxiety
As It Is in Heaven,romance drama comedy music individual underdog mentally disabled loss of mother sweden pastor suppressed past heart attack loss of father conductor choir violent husband church choir choirmaster dying and death village music concert secret love musical romantic tragedy famous composer move back small hometown heart trouble search simple everyday life lead teaching local church choir easily accepted town yet build great love teacher
Roadside,horror drama dan summer pregnant wife mindy fight life held hostage car unseen gunman side desolate mountain road
Napoleon Dynamite,comedy underdog brother brother relationship idaho high school chat independent film teenager school dance social outcast aftercreditsstinger listless alienated teenager decides help new friend win class presidency small western high school must deal bizarre family life back home
Blue Ruin,crime thriller revenge drifter virginia character study neo-noir visual storytelling mumblegore quiet life beach bum upended dreadful news set childhood home carry act vengeance prof inept assassin find brutal fight protect estranged family
Paranormal Activity,horror mystery haunting psychic entity demonic possession found footage young middle class couple move suburban starter tract house become increasingly disturbed presence may somehow demonic certainly active night especially sleep try
Dogtown and Z-Boys,documentary skateboarding independent film dogtown z boy follows evolution skateboarding 60 late 70 california beach boy image transformed low riding surf oriented style
Monty Python and the Holy Grail,adventure comedy fantasy holy grail monk scotland yard swordplay camelot round table chapter aggression by animal knight king arthur wedding reception midnight movie monty python knight of the round table anarchic comedy king arthur accompanied squire recruit knight round table including sir bedevere wise lancelot brave robin quite galahad pure way battle black knight despite limb chopped insists still fight reach camelot decides enter silly place
Quinceañera,drama magdalena 15th birthday approach simple blissful life complicated discovery pregnant kicked house find new family great granduncle gay cousin
Gory Gory Hallelujah,woman director four actor compete role jesus black revolutionary bisexual hippie jew feminist rejected hit road bad as motorcycle bound glory new york city run gang elvis end murder find taken prisoner little town called jackville folk take kindly blasphemer jesus fall prey evil conspiracy lead apocalypse
Tarnation,documentary drama schizophrenia gay usa rape texas loss of sense of reality foster parent single homosexuality relationship psychopathy family feud electro shock filmmaker jonathan caouette documentary growing schizophrenic mother mixture snapshot super 8 answering machine message video diary early short film culled 19 year life
I Want Your Money,documentary two version american dream stand sharp contrast one view money earned best allocated belief elite washington know allocate wealth champion traditional played million time generation american improving lot life even daring build big hold end good government taking spending people ever burgeoning list program documentary film want expose high cost lost freedom opportunity support leviathan like bureaucratic state
Love in the Time of Monsters,horror comedy two sister travel cheesy tourist trap battle toxic monster dressed bigfoot costume order save one love
The Beyond,horror hotel experiment hell gore morgue undead blood zombie violence gothic horror gothic mutilation ghost blindness video nasty acid grim dire entrails young woman inherits old hotel louisiana series supernatural accident learns building built one entrance hell
What Happens in Vegas,comedy romance casino hotel roommate fictitious marriage romantic comedy rivalry wedding la vega wild vacation la vega career woman joy mcnally playboy jack fuller come sober realization married night drunken abandon compelled legal reason live life couple limited period time stake large amount money
The Dark Hours,horror science fiction thriller canada winter hostage olympic game cabin psychopath basement surrealism suspense snow blood psychiatrist game mental patient axe murder dr samantha goodman beautiful young psychiatrist burnt drive family winter cottage spend time husband sister relaxing weekend jarringly interrupted terrifying unexpected guest arrives follows extraordinary night terror evil mind game escape option
My Beautiful Laundrette,romance drama comedy london england gay immigration society british independent film gay interest racism omar homosexual pakistani boy living london alcoholic father lift chunk drug money another lover johnny decides renovate grungy laundrette
Fabled,drama mystery thriller independent film joseph broke girlfriend taking well think plotting mutual psychiatrist dog missing suspect people work might behind unshakable guilt past bearable somehow possible live damned monster keep trying kill allegorical fable told parallel struggle left decide end crow wolf someone get stroke bad luck head
Show Me,drama thriller kidnapping two squeegee kid descend upon sarah luxury sedan fuse lit tense cat mouse tale captor captive forced continue trip isolated cottage twisted trio bait entice one another reckless search truth
Cries and Whispers,drama sister sister relationship sweden dying and death woman dying cancer turn century sweden visited two sister long repressed feeling sibling rise surface
Intolerance,drama usa naivety intolerance mill marriage wedding massacre protestant silent film multiple storyline reformer saved from hanging jesus story poor young woman separated prejudice husband baby interwoven tale intolerance throughout history
Trekkies,documentary pop culture fan culture documentary science fiction space opera fan convention fandom hilarious look universe fervent fan
The Broadway Melody,drama music romance musical singer pre-code wisecrack humor early sound film partially lost film harriet queenie mahoney vaudeville act come broadway friend eddie kern need number one francis zanfield show love meet fall courted jock warriner member new yorker high society take till recognizes nothing toy also
The Evil Dead,horror falsely accused beheading audio tape log cabin chain saw giant plant aggression by plant lodge friend stop motion evil occult book of the dead necronomicon demonic possession video nasty unofficial remake group college student find mysterious book recording old wilderness cabin rented weekend unwittingly unleash demonic force surrounding forest
Maniac,horror prostitute mannequin remake murder gore serial killer scalping misogynist mumblegore help young artist upcoming exhibition owner mannequin shop deadly suppressed desire come surface
Censored Voices,history documentary woman director 1967 six day war ended israel decisive victory conquering jerusalem gaza sinai west bank portrayed righteous undertaking radiant emblem jewish pride one week group young kibbutznik led renowned author amos oz recorded intimate conversation soldier returning battlefield recording revealed honest look moment turned david goliath israeli army censored recording allowing publish fragment voice reveals original first time
Murderball,documentary paralympics wheelchair sport rugby quadriplegic play full contact rugby wheelchair overcome unimaginable obstacle compete paralympic game athens greece
American Ninja 2: The Confrontation,action adventure drama marine corp army ninja remote caribbean island army ranger joe armstrong save old friend clutch lion evil super criminal kidnapped local scientist mass produced mutant ninja warrior
51 Birch Street,documentary documentary filmmaker doug block every reason believe parent 54 year marriage good one mother dy unexpectedly father swiftly marries former secretary discovers two far complex troubled ever imagined 51 birch street riveting personal explores universal human question much really want know
Rotor DR1,science fiction family post apocalyptic world half population dead missing sky full autonomous drone 16 year old boy named kitch set find father joined dr1 drone companion
12 Angry Men,drama judge juror sultriness death penalty father murder puerto rican anonymity court case heat group class innocence court courtroom defense prosecution rested jury filing room decide young spanish american guilty innocent murdering father begin open shut case soon becomes mini drama juror prejudice preconception trial accused
My Dog Tulip,animation comedy drama human animal relationship dog german shepherd woman director story man rescue german shepherd two become fast friend
It Happened One Night,comedy romance miami reference to the big bad wolf reporter ellie andrew tied knot society aviator king westley whisked away father yacht clutch jump ship eventually wind bus headed back husband reluctantly must accept help work reporter peter warne actually give choice either stick get blow whistle way want really juicy newspaper story
Dogtooth,drama male nudity female nudity hostage paranoia dysfunctional family unsimulated sex incest lesbian sex mental illness explicit sex sexual awakening fantasy world isolated house brother sister incest home education sister sister incest three teenager confined isolated country estate could well another planet trio spend day listening endless homemade tape teach whole new vocabulary word come beyond family abode instantly assigned meaning hence sea refers large armchair zombie little yellow flower invented brother claim ostracized disobedience uber controlling parent terrorize offspring submission
Tupac: Resurrection,music documentary rap music hip-hop blunt woman director home movie photograph recited poetry illustrate life tupac shakur one beloved revolutionary volatile hip hop mc time
Tumbleweeds,comedy drama independent film woman constantly run town 12 year old daughter escape failed relationship film open one shift new start san diego mom take controlling trucker fight weirdo bos meanwhile used making constant shift find fit school including getting chosen play lead
The Prophecy,fantasy horror thriller angel archangel gabriel menschheit angel gabriel come earth collect soul end stalemated war heaven former priest little girl stop
When the Cat's Away,comedy paris cat chloe garance clavel young parisian decides take long overdue vacation find someone look gris beloved cat everyone including gay male roommate refuse help finally make arrangement elderly madame rene le calm often watch people cat dog however come back tell unfortunately lost unlucky owner go search dear animal friend looking meet many colorful character populate neighborhood
Pieces of April,comedy drama sex thanksgiving road trip love independent film neighbor marijuana family illness quirky rebellious april burn life boyfriend low rent new york city apartment mile away emotionally distant family discovers mother fatal form breast cancer invite clan place thanksgiving father struggle drive inexperienced cook run kitchen trouble must ask neighbor help
The Big Swap,british drama ellen sorcha brook jack antony edridge recall time traded partner remark set partner swapping party motion among four couple long night journey sex progress various fear anxiety surface shown montreal 1997 world film festival san sebastian
Old Joy,drama woman director two old pal reunite camping trip oregon cascade mountain
Wendy and Lucy,drama usa friendship survival scar family woman director journey mysterious past wendy near penniless drifter traveling alaska search work companion dog lucy already perilously close losing everything hit bigger bump road old car break arrested shoplifting food post bail return retrieve find gone prompting frantic pet
3 Backyards,drama independent film story three people suburban town course one curious autumn day
Pierrot le Fou,drama thriller paris painting independent film money bombing bullet dock french noir pierrot escape boring society travel paris mediterranean sea marianne girl chased hit men algeria lead unorthodox life always run
Sisters in Law,documentary woman director set kumba south west cameroon sister law follows adultery rape abuse case led female judge
Ayurveda: Art of Being,documentary philosophy india healing ayurveda science life healing art body mind spirit given equal importance voyage thousand mile across india abroad take unique poetic journey encounter remarkable men medicine simply villager life harmony nature hope way enabling u survive discover
Nothing But a Man,drama proud black man school teacher wife face discriminatory challenge 1960s america
"First Love, Last Rites",drama sex misfit boring joey sissel two misfit spending time together talking sex gradually slowly relationship becoming boring
Fighting Tommy Riley,action adventure drama boxer massage unrequited love locker room independent film gay interest jock undressing school teacher boxing trainer lgbt athlete punching bag boxing aging trainer young fighter need second chance team overcome demon past chase dream future
Royal Kill,action thriller bodyguard princess female assassin soldier heir fearsome warrior kingdom samarza arrives america assassinate high school girl know last living heir noble guard protect young princess
The Looking Glass,troubled 13 year old julie loses mother must go indiana live grandmother karen former star stage screen early stage alzheimer want pas know granddaughter late relationship allow happen
Death Race 2000,action comedy science fiction dystopia street race reality spoof boorish future government sponsor popular bloody cross country race point scored mowing pedestrian five team comprised male female compete using car equipped deadly weapon frankenstein mysterious returning champion become america hero time passenger underground resistance
Locker 13,horror drama thriller terror anthology suspense story skip young ex convict take position night janitor old west theme park supervisor archie teach rope importantly attempt convey critical philosophical message series four story boxer given opportunity become real golden glove killer assassin kidnaps three people order find hired latest hit new recruit initiated lodge fez wearing businessmen hazing take malevolent turn member suicide club introduces fear man jump death
Midnight Cabaret,horror broadway producer put play devil character soon actor begin nightmare event mentioned really start happening
Anderson's Cross,romance comedy drama coming of age nick anderson kevin daniel tracey green everything together best friend yet different neighbor adolescence finish thought sentence joy pain happiness tear using house member clubhouse escape world contentment inevitable intrusion others test stability way never imagined
Bizarre,drama romance maurice reticent young homeless man somehow manages get brooklyn spends night parked car find bizarre underground club renowned burlesque show fascinated playful revue celebrating self determined sexuality creative otherness two female owner adore soon becomes part selected family begin bond introverted luka turn back growing affection running away true emotion drift aimlessly city try find foot boxing meet charlie unable withstand pressure repressed feeling unleashes mounting foment pervaded tenderness menace
Graduation Day,horror slasher high school track runner named laura suddenly dy heart attack finishing 30 second 200 meter race killer wearing sweat suit fencing mask begin killing friend team one suspect include coach michael sister anne arrives town funeral creepy principal mr guglione strange boyfriend kevin
Some Guy Who Kills People,comedy horror thriller former mental patient repressed anger reach boiling point leading embark mission revenge thug subjected severe physical trauma
Compliance,drama thriller crime sandra manager fast food restaurant becky teenaged counter girl really need job one stressful day police officer telephone accuses stealing money customer purse vehemently denies overwhelmed managerial responsibility complies order detain beginning nightmare tragically blur line expedience prudence legality reason
Chasing Amy,comedy drama romance new jersey coming out love of one 's life bisexuality menage a trois comic book comic-strip artist independent film lesbian best friend holden banky comic book artist everything going good meet alyssa also artist fall hope crushed find lesbian
Lovely & Amazing,comedy drama romance woman director self esteem insecurity heart comedy relationship mother three confused daughter
Death Calls,action packed love story mexican border featuring oppression revenge reincarnation rebirth
Better Luck Tomorrow,crime drama group achieving asian american high school senior enjoy power trip dip extra curricular criminal activity
The Incredibly True Adventure of Two Girls In Love,comedy drama romance lesbian relationship independent film lesbian interest lgbt woman director adventurous love story two young woman different social economic background find going typical struggle new romance
Chuck & Buck,comedy drama gay independent film mentally handicapped man buck man child lived existence life kindergarten collage lollipop remembers old childhood friend chuck feel need reconnect invited mother funeral trek la music record executive living end developing obsession begin stalking
American Desi,drama comedy romance tradition indian lead roommate culture clash college bollywood india heritage fun loving romantic comedy reminiscent great teen film 80 kris american boy india ajay afro centric hindu homeboy farah devoutly religious modern muslim girl desi tell story unique set character culture decidedly hip youthful point view
Amidst the Devil's Wings,drama action crime prequel 5th degree
Cube,thriller science fiction mystery riddle autism claustrophobia maze prime number entrapment mathematics murder escape violence number canuxploitation seven stranger taken daily life placed mysteriously deadly cube agree must find way
Love and Other Catastrophes,comedy romance independent film woman director day life two film school student trying find love another house mate
I Married a Strange Person!,drama comedy animation newlywed develops strange lump neck give ability transform people object wife upset meanwhile ceo smilecorp learns man see way achieve world domination taken alive animated movie bill plympton
November,drama mystery thriller post traumatic stress disorder photographer loss of lover professor trauma hold-up robbery november murder independent film polaroid sophie jacob going difficult time life find real
Like Crazy,drama romance chair custom student visa parent blogger british college student fall american separated banned u overstaying visa
Teeth and Blood,horror beautiful diva murdered set horror director vincent augustine latest film chapel blood somewhere crime scene coroner van body mysteriously disappears meanwhile city supply donated dangerously depleted suspecting connection event detective mike hung sasha colfax go undercover studio investigate attempt crack case quickly turn desperate battle survival uncover age old war rival vampire coven threatens consume humanity final grisly assault teeth
Sugar Town,comedy woman director look life struggling l scene rock star follows main character gwen quest top working assistant film production designer try steal boy friend music producer offering sexual favor meanwhile trying orchestrate comeback former glam band comprised michael de barres john taylor martin kemp rosanna arquette play movie star wife lead singer fretting offered role mother one new ingenious beverly angelo also show millionairess agrees bankroll group get roll hay career problem including drug proclivity represented
The Motel,drama comedy thirteen year old ernest chin life work sleazy hourly rate motel strip desolate suburban bi way misunderstood family blindly careening puberty befriends sam kim self destructive yet charismatic korean man checked teach fatherless boy rite manhood
The Canyons,thriller drama sex adultery jealousy nudity seduction control liar hollywood fear threesome possessiveness psychotherapy film industry snooping mind game affair trust fund baby discovery illicit love affair lead two young angelenos violent sexually charged tour dark side human nature
On the Outs,drama prison drug dealer single mother teenage pregnancy woman director dominican follows choice made three young woman one drug dealer addict pregnant teen jersey city
Shotgun Stories,drama thriller brother brother relationship loss of father arkansas shotgun story track feud erupts two set half brother following death father set cotton field back road southeast arkansas discover length go protect family
Exam,thriller mystery gun room suspicion guard pill job psychologist disease interrogation candidate narcissist corporation pandemic rule final candidate highly desirable corporate job locked together exam room given test simple confusing tension begin unravel
The Sticky Fingers of Time,science fiction drama future bisexuality time travel woman director 1950s author terumi matthew transported 1990s brooklyn meet woman nicole zaray read life
Sunday School Musical,music high school woman director two competing group high school student must rally together enter song dance competition order save church closing
Rust,drama midst midlife crisis faith man find hope least expects hometown james moore golden globe nominee corbin bernsen former pastor return home discover family new area killed mysterious fire childhood friend implicated murder convinced innocence set mission find truth process rediscovers lost uplifting drama powerful tie bind community together
Ink,action fantasy supernatural father daughter relationship incubus invisible force exert power u sleep mercenary named ink literal nightmare mission capture spirit 8 year old emma dream world save giver marshal resource focusing saving soul tragically broken father
The Christmas Bunny,drama family christmas bunny tell story lonely foster child sophie bolen find lost injured rabbit wood eve nursed back health lady florence henderson run rescue old barn behind michigan farmhouse
Butterfly,crime drama nudity seduction orson welles judge rauch hold lengthy trial jess tyler caretaker deserted wife ten year accused improper relation daughter kady complication follows wash father baby come back take away
UnDivided,undivided document true story suburban church unites risk roosevelt high school create beautiful transformation student volunteer serving
The Frozen,horror thriller bickering accident denial of death harrowing snowmobile accident young couple stranded wood must survive waiting help arrive event take turn worse disappearance emma boyfriend leaving battle element also elude mysterious hunter tracking forest
Horse Camp,family drama horse teenage girl matter kathy jordan trovillion highland park typical 17 year old girl search something life seems place going find horse camp father luke dean cain lois amp clark new adventure superman recognizes got blood sensibility understands horse much understand learn people many challenge friendship
Give Me Shelter,documentary helping animal give shelter documentary raise awareness important animal issue around world film uncovers prevalent eye individual dedicating life daily
The Big Parade,drama romance war world war i silent film story idle rich boy join u army rainbow division sent france fight world war becomes friend two working class men experience horror trench warfare find love french girl
Little Big Top,comedy independent film aging work clown return small hometown resigned spend rest day drunken stupor passion clowning reawakened local amateur circus find smile
Along the Roadside,romance comedy music road movie road movie two young people different part world vastly clashing culture journey self discovery drive largest music festival california
Bronson,drama action crime prison isolation young man sentenced 7 year prison robbing post office end spending 30 solitary confinement time personality supplanted alter ego charles bronson
Western Religion,western year 1879 gunfighters far reach globe descend religion az compete legendary poker tournament drawn gold prize player come realize game soul stake
Burn,foreign documentary michigan crisis fire fighting detroit woman director character driven action packed documentary detroit told eye firefighter men woman charged thankless task saving city many written dead
Urbania,romance drama charlie take odyssey grief fall weekend new york city encounter planned chance homeless man sleep building friend dying couple life noisily love flat bartender one night stand follows home tattooed stranger seek befriends along way inhabits full moment violence story legend kidney thief microwaved poodle rat hot dog bun baby left car top tourist toothbrush needle public phone change slot tell caused melancholy
The Stewardesses,comedy female nudity lesbian erotic movie stewardess 1969 softcore 3 film produced budget 100 000 grossed 27 usd 1970 dollar becoming profitable ever released passed james camerons avatar
"The Beast from 20,000 Fathoms",adventure horror science fiction monster atomic bomb lighthouse arctic rampage stop motion b movie giant monster dinosaur new york city sea monster amusement park roller coaster beast rhedosaurus beast 20 000 fathom 1953 science fiction film directed eugne louri star paul christian paula raymond cecil kellaway visual effect ray harryhausen atomic bomb test arctic circle unfreezes hibernating fictional dinosaur rhedosaurus begin wreak havoc new york city
Mad Max,adventure action thriller science fiction chain baby bridge post-apocalyptic dystopia matter of life and death benzine biker partner truck motorcycle motorcycle gang exploding car ozploitation dystopian future australia vicious biker gang murder cop family make fight personal
Swingers,comedy romance independent film stuffed animal hollywood drink swinger producer following someone name calling aspiring actor actor story mike guy left girl new york came la star six month since girlfriend good pal friend try get back social scene forget 6 year relationship
A Fistful of Dollars,western gang war victim of murder greed hostility spaghetti western man name enters mexican village san miguel midst power struggle among three rojo brother sheriff john baxter regiment soldier bearing gold intended pay new weapon waylaid stranger insert middle long simmering battle selling false information side benefit
She Done Him Wrong,comedy singer night club owner new york singer nightclub owner lady lou men friend imagine unfortunately one vicious criminal escaped way see girl realising exactly faithful absence help hand form young captain cummings local temperance league leader though
Short Cut to Nirvana: Kumbh Mela,every 12 year 70 million pilgrim gather meeting india holiest river ganges yamuna spectacular spiritual festival kumbh mela documentary take voyage discovery colorful event eye several westerner ebullient young hindu monk swami krishnanand featuring encounter respected holy men exclusive footage holiness dalai lama
The Grace Card,drama family 's daily life bible platonic love hope church service death of a friend police everyday life everything change instant take lifetime unravel mac mcdonald loses son accident ensuing 17 year bitterness pain erodes love family leaf angry god everyone else rage stonewalls career police department make combustible situation partnered sam wright rising star force happens part time pastor loving man somehow join force help one another impossible either look past difference especially obvious every day opportunity rebuild relationship heal deep wound extending receiving grace offer card never underestimate power
Middle of Nowhere,drama prison woman director middle nowhere follows woman named ruby lost husband incarceration process
Three,romance drama comedy sex bisexual science hanna simon 20 year marriage unexiting relationship chance meet start separate affair adam idea two lover married found becomes pregnant natural doubt stemming situation
The Business of Fancydancing,music drama independent film seymour polatkin successful gay indian poet spokane confronts past return childhood home reservation attend funeral dear friend
Call + Response,documentary call response first kind feature documentary film reveals world 27 million dirtiest secret slave today ever human history go deep undercover slavery thriving child brothel cambodia slave brick kiln rural india reveal 2007 trader made money google nike starbucks combined luminary issue many prominent political cultural figure offer hand account 21st century trade performance grammy winning critically acclaimed artist move chilling information inspiration stopping music part movement dr cornel west connects american field popular listen offer connection rallying cry modern abolitionist currently brewing
Malevolence,crime horror thriller hostage psychopath abandoned house serial killer slasher desolate farmland country isolated ten year kidnapping martin bristol taken backyard swing home age six forced witness unspeakable crime deranged madman whereabouts remained mystery
Reality Show,wife husband relationship reality reality tv reality spoof warwick family unknowingly filmed new reality show problem boring producer must add conflict drama life begin unravel shocking consequence
Super Hybrid,horror late one night mysterious car brought chicago police impound garage deadly traffic accident call mechanic soon discover mind hundred horsepower two ton reinforced steel command seemingly unstoppable killing machine capable outrunning outwitting human
Baghead,drama comedy horror mumblecore mumblegore four actor go cabin wood write direct act film jump start career idea horror man bag head happens mysteriously show
American Beast,horror terror horror fear wood grove bosque finding old storage locker filled family history james erikson begin journey discover truth behind mysterious piece land small town solitude
The Case of the Grinning Cat,documentary paris 2002 yellow cat appear wall chris marker looking mysterious capture camera political international event last two year war iraq
Ordet,drama faith independent film religion religious fundamentalist pregnant wife understand faith prayer miracle august 1925 danish farm patriarch borgan three son mikkel good hearted agnostic whose wife inger pregnant johannes belief jesus anders young slight love tailor daughter fundamentalist sect girl father anathema traditional lutheranism opposes marriage forbids pride demand happen unexpectedly family sweetness light problem pregnancy rational doctor arrives long night brings sharp focus least four view
Good Dick,comedy drama romance sexuality roommate misfit independent film relationship woman director fidgety wisecracking video store clerk develops fixation particularly reclusive customer frequent visitor pornography section cinefile work los angeles multiple failure impress brief daily transaction find street address database drive apartment building initiate unconventional campaign win affection
The Man from Earth,science fiction drama philosophy secret birthday professor psychology bible time legend immortality history survival prehistoric memory anthropology religion church science caveman impromptu goodbye party professor john oldman becomes mysterious interrogation retiring scholar reveals colleague never age walked earth 14 000 year
The Trials Of Darryl Hunt,documentary woman director trial darryl hunt feature documentary brutal rape murder case wrongly convicted man spent nearly twenty year prison crime commit social justice story personally driven narrative film chronicle capital 1984 2004 exclusive footage two decade frame judicial emotional response chilling implication reverberate conviction backdrop class racial bias south american criminal system
Samantha: An American Girl Holiday,drama family kindhearted samantha parkington world start change day nellie malley walk life father two little sister moved next door servant ryland family though come completely different background become fast friend girl turn happiness sorrow adventure danger
Yesterday Was a Lie,drama mystery science fiction thriller independent film hoyle girl sharp mind weakness bourbon find trail reclusive genius work take series unforeseen twist event around grow increasingly fragmented disconnected surreal ethereal lounge singer loyal partner ally plunged dark world intrigue earth shattering cosmological secret haunted ever present shadow destined face discovers powerful force universe power bend reality know truth lie within depth human heart
Theresa Is a Mother,music comedy drama singer songwriter single mother theresa mcdermott finally hit end line nyc unable make end meet forced pack life 3 girl move back small town parent ran decade ago teresa need job need space family tragedy never dealt year past closure old wound unattainable dream thing expose fractured work become whole mom responsible
H.,thriller drama science fiction woman director h modern interpretation classic greek tragedy two woman named helen live mirrored life one another town troy ny first 60 husband roy take care small extremely lifelike baby doll called reborn care living second 30 successful art career partner alex four month pregnant night something fall sky explodes aftermath event bizarre unexplainable thing begin happen many people go missing unnatural cloud formation appearing meanwhile helen find spinning control
Archaeology of a Woman,drama woman director woman dementia uncovers secret 30 year old crime daughter struggle deal fallout
Children of Heaven,drama comedy family brother sister relationship class foot race zohre shoe gone older brother ali lost poor come idea share one pair school awaits
Weekend,drama romance gay great britain one-night stand independent film gay relationship drunken house party straight mate russell head gay club closing time pick glen expected one night stand becomes something else special
She's Gotta Have It,comedy romance independent film lesbian story nola darling simultaneous sexual relationship three different men told partner friend wanted commit solely resists owned single partner
Butterfly Girl,documentary woman director abbie came age honky tonks defying life threatening disease longing identity 18 much willing sacrifice independence
The World Is Mine,drama larisa 16 life city sea small gossip news spread fast image influence manelele money power matter want even fight belief know deserves better convinced worth everything take fulfill dream courage recklessness love
Another Earth,drama science fiction earth tragedy janitor planet duplicate cosmology ego solar system night discovery duplicate earth solar system ambitious young student accomplished composer cross path tragic accident
Sweet Sweetback's Baadasssss Song,action drama romance mexico black people pimp anti hero black panther black panther blaxploitation unsimulated sex los angeles saving black panther racist cop male prostitute go run man help ghetto community disillusioned hell angel
Perfect Cowboy,drama two gay father straight country western singer living rural community playing music together jimmy poole get prison kick step son mark family band
Tadpole,comedy drama romance independent film beautiful sophisticated woman oscar grubman sensitive compassionate speaks french fluently passionate voltaire think feature tell woman hand train home chauncey academy thanksgiving weekend confides best friend plan vacation win heart true love one major problem stepmother eve certain could better mate work obsessed father fails consequently dejected path crossed diane night wearing borrowed perfumed scarf offer temporary comfort unconventional tryst fill void life somewhat distraction continued pursuit lead unexpected resolution
Once,drama music romance rock and roll pop irland music style love of one 's life fascination music lover song lover dublin to make music music music instrument tenderness pianist love sickness music band vacuum repairman moonlight street musician hope big break one day czech immigrant earns living selling flower approach news also aspiring singer songwriter pair decide collaborate song compose reflect story blossoming love
The Woman Chaser,drama charles willeford used car salesman 1950s used car salesman patrick warburton want make low budget film trucker accidentally run child
The Horse Boy,documentary autism independent film filmmaker michel orion scott capture magical journey little known world documentary chronicle rupert isaacson kristin neff personal odyssey make sense child autism find healing unlikeliest place
When the Lights Went Out,thriller drama horror newspaper exorcism poltergeist priest haunting reporter spirit britain father daughter relationship seance catholic priest coal shed yorkshire 1974 maynard family move dream house quickly descends panic stricken nightmare discovers horrifying truth make history book already occupied violent poltergeist ever documented tear bed sleep drag helplessly darkness
Heroes of Dirt,action drama bmx passionate bmx dirt jumper phin cooper want nothing life attain fame sport missing competition land jail unpaid citation court ordered community service reluctantly mentor one toughest boy blue espinosa lead troubled teen exciting adventure riding trail big jump cityscape becomes obligation unlikely friend whose secret world drug trafficking threatens ultimate dream featuring best stunt jumping legendary pro hardcore local hero adrenaline rush embarks unforgettable journey real significance price take get
A Charlie Brown Christmas,animation family comedy tv movie holiday christmas charlie brown complains overwhelming materialism see amongst everyone christmas season lucy suggests become director school pageant accepts frustrating struggle attempt restore proper spirit forlorn little fir tree fails need linus help learn meaning
Antarctic Edge: 70° South,documentary woman director 2014 scientist declared west antarctic ice sheet melt unstoppable threatening future planet group world class researcher race understand climate change fastest winter warming place earth peninsula trekking dangerous uncharted landscape push limit research come term sacrifice necessary rapidly changing
Aroused,documentary pornography interview biography photography porno star fashion woman director get close personal 16 successful woman adult film industry shed clothes intimate photo shoot director deborah anderson question asked story life revealed chose business sex got first place porn star always discreet private past yet way opening dialog allowing share naked skin screen true inner vulnerability touching character created confident intoxicating hear never look
Top Spin,documentary competition ping pong documentary woman director three teenager quest qualify 2012 u olympic table tennis team
Roger & Me,documentary history capitalism economics unemployment corporate greed documentary closure general motor plant flint michigan resulted loss 30 000 job detail attempt filmmaker michael moore get interview gm ceo roger smith
